GRB_id,logTa_best,logTa_min,logTa_max,logTt,logTfinal,alpha_best,alpha_min,alpha_max,logFa,logFa_min,logFa_max
GRB050128,2.89188,2.81994,2.96382,1.63,5.2,1.144,1.12467,1.1634,-9.55803,-9.63398,-9.48207
GRB050502B,5.16234,5.06216,5.26428,4,5.6,2.53722,2.07318,2.97271,-12.6478,-12.7691,-12.3347
GRB050607,3.86029,3.77922,3.94135,3,6,1.06876,1.02145,1.11606,-11.5579,-11.6181,-11.4977
GRB050712,4.37043,4.28876,4.45211,3.6,6.2,1.05095,1.00467,1.09724,-11.5943,-11.6532,-11.5354
GRB050713A,3.53467,3.49889,3.57045,2.4,6.4,1.16789,1.14734,1.18844,-10.2608,-10.2905,-10.231
GRB050713B,4.35502,4.29813,4.41192,3,6.2,1.0089,0.978252,1.03968,-10.7294,-10.7786,-10.6801
GRB050726,3.47822,3.44173,3.51471,2.59,5.6,1.62475,1.57785,1.67165,-10.4166,-10.4579,-10.3752
GRB050814,3.70038,3.57617,3.8246,2.8,5.8,0.874744,0.818503,0.930985,-11.2842,-11.3554,-11.2131
GRB050822,4.40868,4.36072,4.45664,3,6.7,1.01745,0.991145,1.04376,-11.399,-11.437,-11.3609
GRB050915B,4.27848,4.12476,4.43221,3,5.8,0.893793,0.790603,0.996982,-11.8863,-11.9822,-11.7904
GRB050922B,5.27032,5.14832,5.39231,3.2,6.4,1.39422,1.22028,1.56816,-11.4892,-11.5873,-11.3912
GRB051016A,3.3379,3.2291,3.44669,2.5,5.8,0.932183,0.884872,0.979493,-11.125,-11.1878,-11.0622
GRB060105,2.92025,2.9099,2.93059,2,5.6,1.53134,1.52055,1.54212,-8.89733,-8.90787,-8.88679
GRB060108,4.05409,3.95692,4.15126,2.3,5.8,1.13879,1.05761,1.21997,-11.5749,-11.6456,-11.5041
GRB060109,4.15565,4.09875,4.21255,2.6,5.6,1.53216,1.44538,1.61893,-11.3666,-11.4254,-11.3077
GRB060219,3.90781,3.75205,4.06358,2.6,5.8,1.06824,0.976834,1.15965,-11.4924,-11.6133,-11.3714
GRB060312,3.66183,3.52387,3.79979,2.5,5,0.9863,0.91254,1.06006,-11.3551,-11.4747,-11.2355
GRB060413,4.54121,4.42835,4.65407,3.4,5.5,1.1418,1.00422,1.27945,-10.4853,-10.5993,-10.3713
GRB060421,3.24342,3.11085,3.37599,2,5.2,1.42445,1.30099,1.54791,-10.5758,-10.682,-10.4697
GRB060510A,4.09985,4.07175,4.12796,2.2,5.8,1.4927,1.46546,1.52013,-9.89639,-9.92544,-9.86735
GRB060719,3.78765,3.73221,3.84308,2.5,6,1.15629,1.12338,1.1892,-11.0124,-11.0634,-10.9614
GRB060805A,3.86318,3.74597,3.98038,2,5.2,1.43902,1.28145,1.5966,-12.0257,-12.1342,-11.9172
GRB060807,4.29504,4.25608,4.33399,2.15,5.8,1.75608,1.68683,1.82533,-11.3182,-11.3624,-11.2741
GRB060813,2.80308,2.76869,2.83747,1.8,5.4,1.08339,1.06845,1.09832,-9.43514,-9.4576,-9.41267
GRB060923A,3.72998,3.64733,3.81264,2.3,6.2,1.15018,1.10357,1.19679,-11.0023,-11.0757,-10.9289
GRB060923C,3.98473,3.79913,4.17033,3,6,0.816344,0.761183,0.871505,-11.3585,-11.4606,-11.2563
GRB061019,4.18079,4.09033,4.27125,3,6,1.02077,0.956967,1.08457,-11.1221,-11.1832,-11.061
GRB061202,4.68769,4.60119,4.77419,2.94,6,1.47495,1.36484,1.58507,-11.0231,-11.0914,-10.9547
GRB070103,3.53314,3.46645,3.59984,2,5.3,1.4608,1.40056,1.52121,-10.9987,-11.0682,-10.9293
GRB070107,3.36646,3.2478,3.48513,3,6,1.07545,1.04693,1.10396,-9.99381,-10.1004,-9.88717
GRB070129,4.49461,4.44778,4.54144,3.2,6.3,1.08993,1.05621,1.12364,-11.6028,-11.6383,-11.5673
GRB070224,4.34243,4.07022,4.61465,2.9,6.1,0.732455,0.636779,0.828131,-12.3077,-12.4451,-12.1703
GRB070328,3.02881,3.01584,3.04179,2,6.2,1.41933,1.40871,1.42996,-9.2568,-9.26794,-9.24566
GRB070420,3.73139,3.70192,3.76086,2.3,5.8,1.36588,1.33328,1.39849,-10.1688,-10.1957,-10.1419
GRB070517,3.81016,3.66311,3.9572,2,5.4,1.1757,1.01164,1.33977,-11.5013,-11.6312,-11.3715
GRB070621,3.27723,3.17351,3.38095,2.6,5.9,1.08208,1.04238,1.12178,-10.6032,-10.6756,-10.5307
GRB070628,3.97958,3.88113,4.07804,3.1,5,1.2331,1.19588,1.27035,-10.3432,-10.4665,-10.2199
GRB070714A,3.17793,3.0161,3.33975,2,5.4,0.921223,0.814711,1.02773,-11.1168,-11.2118,-11.0217
GRB080129,3.99429,3.90781,4.08077,3.52,5.6,1.08095,1.02563,1.13627,-11.0339,-11.106,-10.9617
GRB080205,2.81358,2.68249,2.94466,2.5,5.2,1.56547,1.52314,1.6078,-9.73889,-9.92239,-9.55539
GRB080212,4.19497,4.14746,4.24248,2.75,5.2,1.48484,1.4138,1.55587,-11.2568,-11.3078,-11.2059
GRB080218B,3.70035,3.56995,3.83074,2.98,5.6,1.18194,1.09368,1.27021,-11.3313,-11.4156,-11.2471
GRB080229A,3.68741,3.66398,3.71084,2.35,5.8,1.27632,1.2575,1.29514,-9.54636,-9.56703,-9.52569
GRB080328,3.21924,3.16983,3.26866,2.4,4.6,1.14608,1.11921,1.17295,-9.62397,-9.66289,-9.58505
GRB080409,3.60854,3.4457,3.77137,2.17,5,1.2996,1.12194,1.47732,-11.4191,-11.5586,-11.2796
GRB080426,2.97692,2.86541,3.08844,2.42,5,1.23378,1.17288,1.29468,-10.6624,-10.7729,-10.5519
GRB080605,2.73047,2.71291,2.74803,1.34,5.8,1.29386,1.27785,1.30986,-8.99918,-9.015,-8.98337
GRB080707,4.01305,3.8997,4.12641,2.4,5.5,1.04373,0.960139,1.12733,-11.568,-11.6534,-11.4827
GRB081126,3.42034,3.36829,3.47239,1.87,5.6,1.41484,1.36244,1.46725,-9.95186,-9.99333,-9.91038
GRB081222,4.05592,4.00316,4.10869,3.28,5.9,1.36844,1.33518,1.4017,-10.7863,-10.8488,-10.7238
GRB090113,3.04433,2.94916,3.1395,2.03,5.6,1.27448,1.22192,1.32705,-10.0724,-10.1413,-10.0035
GRB090404,4.3431,4.28894,4.39726,2.47,6.2,0.979951,0.94327,1.01663,-11.1402,-11.1753,-11.1051
GRB090407,4.89641,4.85239,4.94043,3.15,6,1.44641,1.36765,1.52517,-11.7256,-11.7699,-11.6814
GRB090518,3.67955,3.59791,3.76118,2.68,4.6,1.07718,0.99302,1.16135,-11.0436,-11.1011,-10.9861
GRB090727,5.35407,5.21857,5.48957,3.98,6.4,1.21998,1.05368,1.38628,-12.3566,-12.4559,-12.2573
GRB090728,3.64639,3.59735,3.69543,2.26,5,1.87025,1.75606,1.98444,-11.0749,-11.1369,-11.0129
GRB090807,4.08802,3.96241,4.21363,2.9,5.2,2.054,1.86175,2.24638,-11.2763,-11.4878,-11.0648
GRB090813,3.00808,2.97521,3.04095,1.5,5.81,1.2342,1.22032,1.24811,-9.61111,-9.64409,-9.57812
GRB090904A,4.37117,4.29275,4.44959,3,5.5,1.26809,1.17859,1.35759,-11.7199,-11.7883,-11.6514
GRB091130B,4.80907,4.76164,4.8565,3.55,6.2,1.08451,1.04014,1.12887,-11.8712,-11.906,-11.8364
GRB100302A,4.23746,4.11072,4.3642,3.09,6.1,0.842899,0.789528,0.896269,-12.0003,-12.079,-11.9216
GRB100305A,4.35979,4.31458,4.40501,2.94,5.4,2.08702,1.95898,2.21507,-11.775,-11.845,-11.7051
GRB100424A,2.66885,2.6454,2.69231,2.1,3.35,2.13779,2.0718,2.20379,-8.68223,-8.72205,-8.64241
GRB100522A,3.86836,3.8129,3.92382,2.34,5.6,1.01657,0.976472,1.05668,-10.5759,-10.6125,-10.5393
GRB100606A,2.19646,2.11336,2.27957,1.97,4.41,1.49601,1.46517,1.52685,-8.53703,-8.65279,-8.42128
GRB100725A,2.52661,2.46117,2.59204,1.88,4,4.9463,4.55501,5.33768,-9.86238,-10.1712,-9.55351
GRB100725B,4.41393,4.35682,4.47104,2.9,5.5,1.35267,1.27276,1.43258,-11.0882,-11.1369,-11.0396
GRB100727A,4.2408,4.12444,4.35716,2.88,5.2,0.84082,0.7476,0.934056,-11.2837,-11.3637,-11.2038
GRB100802A,4.8136,4.59728,5.02992,3.74,6.2,0.628651,0.549653,0.707649,-12.205,-12.2881,-12.122
GRB101011A,2.23005,2.14366,2.31644,1.82,3.15,2.42724,2.26855,2.58594,-9.66783,-9.82756,-9.50811
GRB101024A,3.43724,3.39373,3.48075,1.5,5.2,1.40772,1.35796,1.45748,-10.4259,-10.464,-10.3877
GRB110102A,4.06295,4.0381,4.08781,2.75,6,1.30042,1.27893,1.32191,-10.4417,-10.4651,-10.4183
GRB110201A,2.8541,2.64739,3.06081,1.96,4.2,1.16111,0.986725,1.3355,-9.38832,-9.53723,-9.23941
GRB110208A,3.31036,3.13233,3.48839,2.3,4.8,1.00193,0.894216,1.10965,-11.4309,-11.5302,-11.3317
GRB110312A,4.1347,4.0062,4.26321,2.64,6,0.982892,0.893869,1.07191,-11.0279,-11.0918,-10.9641
GRB110315A,2.90525,2.82513,2.98537,2.07,5.6,1.37716,1.32972,1.42459,-9.65017,-9.71547,-9.58486
GRB110318B,3.39365,3.13859,3.64872,2.44,4.6,1.10524,0.904506,1.30597,-10.6991,-10.8565,-10.5416
GRB110319A,3.34438,3.26622,3.42254,2.16,5.21,1.08335,1.03498,1.13172,-10.6395,-10.7054,-10.5736
GRB110402A,4.12739,4.01348,4.2413,2,4.5,2.25288,1.87851,2.62725,-12.0969,-12.2781,-11.9156
GRB110411A,3.97634,3.83947,4.11321,2.47,5.2,1.16433,0.988652,1.34001,-10.7226,-10.8192,-10.6259
GRB110414A,3.69168,3.58272,3.80064,2.81,5.1,1.61374,1.52527,1.7022,-10.7304,-10.9137,-10.5472
GRB110420A,3.75189,3.70938,3.79439,2.32,6.21,1.1552,1.1347,1.17582,-10.3969,-10.4416,-10.3522
GRB110530A,3.83408,3.75544,3.91271,2.66,5.8,1.16745,1.10595,1.22895,-11.1955,-11.2482,-11.1427
GRB110610A,3.10642,2.99638,3.21647,2.15,5.5,1.06138,1.01295,1.10981,-10.0085,-10.0839,-9.93313
GRB110709A,2.82358,2.76358,2.88359,2.4,5.41,0.949204,0.92938,0.969029,-9.16575,-9.20883,-9.12268
GRB110801A,3.50689,3.43566,3.57812,2.93,5.6,1.39929,1.34783,1.45075,-10.366,-10.4497,-10.2822
GRB110820A,4.70932,4.4689,4.94975,2.75,5.45,1.3371,0.888405,1.78579,-11.9925,-12.2205,-11.7645
GRB111107A,3.50884,3.34655,3.67113,2.9,4.9,0.947197,0.868277,1.02612,-11.3845,-11.4878,-11.2812
GRB111121A,3.3955,3.25343,3.53757,2.58,4.61,1.30357,1.1617,1.44544,-10.4143,-10.5383,-10.2903
GRB111129A,3.4323,3.37826,3.48634,2.09,5.5,1.20903,1.16641,1.25165,-10.5301,-10.5742,-10.486
GRB120102A,3.80062,3.72425,3.87699,2.2,6,1.23,1.20644,1.25516,-10.0397,-10.1285,-9.95087
GRB120116A,3.46641,3.33106,3.60177,2.45,5.5,0.747488,0.685886,0.809091,-10.8231,-10.8916,-10.7546
GRB120119A,2.93291,2.85231,3.01351,2.2,5.5,1.17477,1.13036,1.21918,-9.53847,-9.58788,-9.48906
GRB120211A,4.12098,3.94793,4.29402,2.8,5,1.29054,1.05433,1.52675,-11.7685,-11.9194,-11.6176
GRB120213A,3.80607,3.6383,3.97385,2.81,6,1.7873,1.6987,1.87602,-10.2817,-10.6005,-9.96298
GRB120215A,3.80607,3.6383,3.97385,2.8,6,1.7873,1.6987,1.87602,-10.2817,-10.6005,-9.96298
GRB120224A,3.93181,3.86067,4.00295,2.58,6,1.69152,1.57636,1.80668,-10.5659,-10.6509,-10.4809
GRB120308A,3.93915,3.86598,4.01233,2.6,6,1.68971,1.57346,1.80595,-10.5768,-10.6639,-10.4896
GRB120324A,3.9494,3.87791,4.02088,2.57,5.5,1.1,1.63884,1.90217,-10.5957,-10.6854,-10.506
GRB120326A,5.31014,5.2289,5.39138,2.8,6,2.9804,2.56235,3.39851,-11.9574,-12.1521,-11.7627
GRB120701A,2.75708,2.62317,2.891,2,5,1.15833,1.10552,1.21114,-10.0266,-10.1374,-9.9158
GRB120703A,3.20671,3.14763,3.2658,1.5,6,1.08348,1.0533,1.11366,-10.1351,-10.1772,-10.0931
GRB120728A,3.21922,2.90747,3.53097,2,5,1.10643,0.901175,1.31168,-10.6692,-10.866,-10.4723
GRB120927A,3.51032,3.43593,3.58471,2.3,5,1.61279,1.48294,1.74263,-10.5667,-10.6417,-10.4916
GRB121123A,4.43356,4.32374,4.54339,3.3,5.5,1.3998,1.29871,1.50104,-11.3875,-11.531,-11.2439
GRB121209A,3.27553,3.17008,3.38099,2,5,1.1864,1.15057,1.22235,-9.86315,-9.98028,-9.74603
GRB121217A,4.50576,4.47045,4.54107,3.1,6.5,1.32254,1.28584,1.35925,-10.8368,-10.8692,-10.8044
GRB130131A,3.64265,3.55555,3.72976,2.77,5.4,1.155,1.07796,1.23203,-11.3112,-11.3739,-11.2486
GRB130211A,5.16051,4.96958,5.35143,3.5,6,1.04156,0.816254,1.26687,-13.0315,-13.1603,-12.9028
GRB130427B,3.91798,3.85314,3.98283,2.4,5.5,1.86416,1.74902,1.97929,-11.2077,-11.283,-11.1324
GRB130504A,3.7513,3.7109,3.79169,2.5,6,1.63821,1.54067,1.73575,-10.2688,-10.3222,-10.2154
GRB130527A,3.25596,3.1844,3.32751,2.6,4.4,1.71904,1.63592,1.80217,-9.93338,-10.0128,-9.85399
GRB130528A,3.9777,3.87308,4.08233,3.2,5.5,1.11496,1.05848,1.17143,-10.9087,-11.0022,-10.8151
GRB130603A,4.38521,4.21363,4.55679,3.3,5,1.0884,0.914263,1.26269,-11.2718,-11.4414,-11.1022
GRB130608A,3.62551,3.36649,3.88452,2.8,5,0.5463,0.455683,0.636917,-11.8323,-11.9463,-11.7183
GRB130609B,3.7674,3.75088,3.78393,2.8,6,1.75265,1.71878,1.78651,-9.90677,-9.92721,-9.88633
GRB130725B,3.06254,2.90744,3.21764,1.8,5.6,0.9482,0.905138,0.991275,-10.3642,-10.4722,-10.2562
GRB130812A,2.6882,2.60488,2.77152,1,5,0.933759,0.906739,0.96078,-10.3117,-10.3708,-10.2526
GRB130816A,2.83295,2.56155,3.10435,1.2,4.7,1.0698,0.994188,1.14544,-10.4298,-10.7422,-10.1175
GRB131002A,3.74626,3.67168,3.82084,3,5.2,1.09328,1.03075,1.1558,-11.1228,-11.1837,-11.0618
GRB131002B,3.12402,3.04719,3.20084,1.61,3.8,2.60599,2.41611,2.79587,-9.76606,-9.863,-9.66913
GRB131018A,4.56307,4.42811,4.69802,3,5,0.92307,0.732176,1.11396,-11.4224,-11.5203,-11.3245
GRB131024A,3.69653,3.57087,3.82219,2.6,5,0.734633,0.630133,0.839134,-11.0831,-11.1498,-11.0164
GRB131229A,2.28078,2.25365,2.3079,1.55,5.2,1.24672,1.23676,1.25668,-8.49034,-8.51804,-8.46263
